,0,1
0,-2.8866012,25.033136
1,10.356084,0.31811064
2,-28.60716,33.482193
3,-69.910645,31.927574
4,-73.9861,19.860046
5,32.46,-59.81704
6,-11.432951,-5.506806
7,32.500183,-59.864094
8,31.00299,-58.71936
9,-21.50455,56.350193
10,-50.686737,-36.25837
11,-23.562065,59.755466
12,44.942055,-27.927656
13,43.63046,-29.22821
14,40.39309,10.043026
15,-67.58632,52.719463
16,-65.58659,50.540283
17,-27.947718,75.39419
18,-27.99549,75.38219
19,-65.75426,50.959633
20,-65.51668,50.81324
21,-76.39107,30.37976
22,-26.452658,75.39321
23,-72.441986,-24.399483
24,-28.189253,42.145454
25,-88.965256,-7.1168303
26,-67.54751,52.688232
27,-67.56871,52.70157
28,-67.57229,52.70793
29,-67.57917,52.712715
30,-67.57229,52.70793
31,-67.54751,52.688232
32,-67.54751,52.688232
33,-67.56871,52.70157
34,-2.9603465,-19.878227
35,-72.420334,-24.407461
36,-72.526726,-24.171928
37,-91.83492,7.023832
38,-4.041296,-15.720601
39,-57.56758,-11.39336
40,-77.226006,30.008783
41,-22.368622,62.360416
42,-88.389206,-7.511566
43,-22.302004,62.27468
44,-88.40104,-7.505498
45,-88.33335,-7.5741425
46,-75.73355,19.195679
47,-88.43418,-7.473598
48,-88.37479,-7.5316553
49,-65.76972,50.74425
50,-77.05544,30.513605
51,-77.059105,30.523485
52,-25.632618,76.80345
53,-25.149517,76.4239
54,-26.164406,76.960846
55,-26.051802,76.27406
56,-26.407167,76.138756
57,-25.568544,76.462524
58,-26.408537,76.2701
59,-26.281422,76.25627
60,-26.093527,76.877556
61,-25.798214,76.99758
62,-25.753345,76.88999
63,-26.3469,76.94978
64,-25.833746,76.96881
65,-26.077274,76.28324
66,-25.547611,76.84616
67,-77.05536,30.53076
68,-26.456053,77.031784
69,-25.480137,76.16549
70,-26.504305,76.61183
71,-26.0649,76.1667
72,-22.327864,62.25101
73,-22.34208,62.356686
74,-25.440882,76.05459
75,-24.744421,76.0924
76,-26.783255,76.680855
77,-26.624428,76.907974
78,-25.16807,76.30266
79,-26.710629,76.645325
80,-25.597027,76.19965
81,-65.93357,51.46007
82,-76.93966,30.306852
83,-42.32321,28.580389
84,7.999524,-50.570217
85,65.13137,-51.753567
86,66.367615,-49.888645
87,32.18479,-59.509617
88,66.3156,-49.918983
89,66.47742,-49.88829
90,66.389435,-50.00095
91,66.389435,-50.00095
92,66.60129,-50.956337
93,66.45224,-49.858498
94,66.45224,-49.858498
95,-14.789229,-3.7147274
96,-6.614197,-46.30587
97,-46.831177,31.92191
98,-46.83118,31.921915
99,-45.99953,29.506147
100,32.27754,25.651396
101,13.255258,44.012447
102,-10.328659,-30.907948
103,63.350304,-21.161427
104,21.514137,-51.128384
105,-86.36219,8.333736
106,-86.07979,8.17424
107,-86.36218,8.333732
108,-85.74465,7.81577
109,-85.74465,7.81577
110,-72.514725,-20.393177
111,-72.514725,-20.393177
112,59.5602,51.992752
113,28.154095,-18.83583
114,28.402079,-19.150448
115,18.701542,13.294608
116,-6.920895,10.454069
117,34.688404,-46.10651
118,29.60705,-20.191679
119,8.412337,-2.8312407
120,33.09609,-42.497986
121,-10.816764,-9.384195
122,19.75063,-17.718529
123,-82.10393,-5.464421
124,-82.073586,-5.431114
125,-81.12609,-8.798626
126,-53.293034,-44.959
127,-82.08508,-9.541045
128,-85.601494,-1.1393784
129,-62.66641,-33.781914
130,-78.250946,3.3550608
131,-78.3179,3.2545478
132,-23.585604,60.961613
133,-24.232853,61.03896
134,-24.342115,60.916576
135,-24.588314,60.34547
136,-24.14044,60.847458
137,-82.78737,2.7037933
138,-82.82253,4.838139
139,-78.66737,2.0565088
140,-78.70823,2.319761
141,-82.019585,-8.541214
142,-82.577805,-7.155671
143,-84.985954,8.555968
144,-84.98596,8.555941
145,-82.417854,0.13440049
146,-82.41791,0.1343872
147,-76.290276,-13.466646
148,-76.36656,7.3702674
149,-69.69302,26.757742
150,-68.365875,32.849182
151,-77.607506,-11.064105
152,-77.719154,-11.091659
153,-76.88306,-10.760827
154,-75.99987,7.7786045
155,-80.950264,-1.793406
156,-62.45652,-16.549997
157,-49.300533,-48.871338
158,-70.48904,-14.6995325
159,-70.57875,-11.119988
160,-50.55139,-46.34801
161,-75.117134,-13.350548
162,-63.06036,8.26299
163,8.93055,-16.317627
164,6.745258,-66.9694
