,0,1
0,-6.4032063,-32.63254
1,13.692307,0.25838456
2,-38.808353,1.7265046
3,-64.09148,-39.057995
4,-65.8739,-27.702621
5,33.881603,58.060616
6,-14.950899,9.142549
7,33.941113,58.085712
8,31.771534,57.524113
9,-11.214598,-17.828762
10,-25.39917,31.416021
11,-11.296382,-18.576002
12,47.59361,23.54914
13,46.756638,25.033194
14,37.6028,-13.641213
15,-65.91189,-65.25881
16,-63.159847,-61.965874
17,-63.111862,-62.093212
18,-62.974663,-62.284214
19,-63.448166,-62.562653
20,-62.88378,-62.356483
21,-67.09781,-59.215763
22,-67.08997,-59.291008
23,-72.82478,21.578005
24,-89.35602,-0.05975794
25,-90.814316,-0.3832241
26,-65.881546,-65.24536
27,-65.9131,-65.24137
28,-65.899376,-65.25346
29,-65.90442,-65.25568
30,-65.899376,-65.25346
31,-65.881546,-65.24536
32,-65.881546,-65.24536
33,-65.9131,-65.24137
34,-2.6868682,24.721842
35,-72.80676,21.593952
36,-72.88232,21.362513
37,-87.754166,-16.634195
38,-2.4800055,18.131653
39,-54.15292,9.494627
40,-70.01193,-61.189632
41,-89.773506,-0.73783374
42,-89.64361,-0.13083364
43,-89.510056,-0.30735472
44,-89.71537,-0.14975095
45,-89.5949,0.11800361
46,-67.3912,-25.32041
47,-89.85825,-0.29914337
48,-89.733345,-0.053751886
49,-63.89705,-62.3522
50,-68.04545,-61.702908
51,-68.26912,-62.4734
52,-68.54201,-62.17088
53,-69.06347,-61.498093
54,-67.91674,-62.599094
55,-67.90848,-61.86832
56,-67.38973,-61.83379
57,-68.511505,-61.75044
58,-67.42653,-61.956577
59,-67.57311,-61.91196
60,-68.02165,-62.56405
61,-68.404976,-62.529217
62,-68.42238,-62.336285
63,-67.674774,-62.639343
64,-68.33051,-62.505184
65,-67.98267,-62.109837
66,-68.66653,-62.185753
67,-67.84677,-61.7556
68,-67.54826,-62.7546
69,-68.688286,-61.532436
70,-67.47786,-62.39061
71,-67.82009,-61.707764
72,-89.52928,-0.3977863
73,-89.66593,-0.602642
74,-68.69223,-61.288074
75,-69.78085,-60.539112
76,-67.05711,-62.48506
77,-67.313286,-62.652683
78,-68.995834,-61.304893
79,-67.15592,-62.426453
80,-68.43552,-61.51105
81,-63.348236,-63.19512
82,-69.35278,-61.317806
83,-35.49357,-41.128704
84,-0.676455,61.101715
85,66.59765,46.46584
86,67.46858,44.291702
87,33.579006,57.83658
88,67.67448,44.226818
89,67.66426,44.234776
90,67.61145,44.37743
91,67.61145,44.37743
92,68.06453,45.29787
93,67.48988,44.268307
94,67.48988,44.268307
95,-10.947496,-17.629295
96,-9.446486,53.277786
97,-40.957882,-39.814484
98,-40.957882,-39.814484
99,-38.853725,-39.592476
100,29.646212,-31.13786
101,7.599059,-46.417885
102,23.236244,72.22433
103,67.04933,17.245672
104,15.630073,49.08373
105,-81.918106,-16.404514
106,-81.71137,-16.132954
107,-81.91812,-16.404472
108,-81.395645,-15.783668
109,-81.395645,-15.783668
110,-72.640045,16.891989
111,-72.64007,16.891985
112,59.33482,-53.5364
113,28.17241,11.19165
114,28.546547,11.258446
115,18.283968,-15.342681
116,-6.9882674,2.965044
117,31.033007,41.830093
118,29.968054,10.8661175
119,11.390599,3.2434087
120,29.017937,38.896442
121,-10.45832,12.864182
122,20.990282,19.981756
123,-79.56779,-0.58475775
124,-79.50455,-0.6168917
125,-80.32908,3.058782
126,-57.438488,43.489067
127,-81.56398,3.4932063
128,-83.4948,-4.1952496
129,-58.455265,41.679615
130,-74.207016,-9.352849
131,-74.29289,-9.277339
132,-81.57517,-4.685866
133,-80.36316,-7.8476663
134,-80.13426,-7.8250203
135,-78.39872,-7.809141
136,-80.33015,-7.199986
137,-80.115974,-8.252583
138,-79.04815,-12.000537
139,-75.01065,-8.145435
140,-75.0181,-8.381783
141,-81.143814,2.572608
142,-81.49609,1.0301292
143,-80.50703,-16.362818
144,-80.50704,-16.36281
145,-78.718956,-6.4145536
146,-78.71869,-6.414669
147,-75.7005,9.486693
148,-70.8801,-13.0079
149,-62.618534,-33.427303
150,-62.553867,-40.50985
151,-76.74421,6.6831894
152,-76.84794,6.7193723
153,-75.964096,6.4136505
154,-70.369225,-13.182512
155,-77.564964,-3.8521366
156,-62.456215,14.070786
157,-52.80639,48.10525
158,-69.818596,11.436215
159,-68.99259,7.35078
160,-54.26364,45.33466
161,-74.54086,9.465361
162,-54.251156,-18.233622
163,10.392559,20.553942
164,14.161955,64.25777
165,26.440489,61.385975
166,12.200543,62.859856
167,15.079664,64.17825
168,18.382624,66.53963
169,9.248307,80.927536
170,11.699366,59.47694
171,12.860103,60.58415
172,9.509513,63.199615
173,20.256475,57.143562
174,11.641911,59.507614
175,12.915736,60.00156
176,11.76374,59.422226
177,11.54876,59.459938
178,15.902905,60.03655
179,9.96861,59.392544
180,12.200543,62.859856
181,-35.744232,3.9640818
182,-35.838123,4.0437536
183,-36.17535,4.4823236
184,-66.05591,34.776527
185,-46.607033,9.396201
186,-42.29055,-19.605272
187,-42.357265,-19.415426
188,-40.669586,-20.622585
189,-40.66958,-20.622606
190,-43.050537,-26.353977
191,-43.014133,-21.043413
192,8.392755,58.347042
193,-37.090397,-37.690487
194,-46.66569,-58.70892
195,-39.963753,-39.68016
196,-39.963753,-39.680172
197,-37.828148,-43.000736
198,-48.581608,-53.55868
199,-48.58101,-53.559895
200,-36.25026,-42.171547
201,-36.25026,-42.171593
202,-37.108154,-38.810226
203,-40.830055,-39.699055
204,39.801964,48.39146
205,29.77065,47.313473
206,39.88248,47.900776
207,40.002434,48.293236
208,33.996113,48.897873
209,39.99603,47.987164
210,34.19209,48.967167
211,37.38472,51.62342
212,23.960304,51.13147
213,35.652935,52.92509
214,23.995567,51.13364
215,-0.30648804,2.6279383
216,-0.2895026,2.6298668
217,-1.1176937,2.6636837
218,-73.38312,10.4455185
219,41.303524,32.33022
220,-70.21702,7.7726936
221,-21.814045,-2.841389
222,-54.07091,9.0208235
223,-80.51393,-13.00089
224,-86.41654,-16.659565
225,-34.377655,-11.208249
226,-80.47474,-13.176853
227,-51.020393,58.225
228,-80.59287,-3.4217846
229,-50.214565,0.48269704
230,-69.91127,7.191345
231,6.118973,52.50765
232,-9.029018,-12.685501
233,-63.1263,-38.495255
234,-80.00892,3.2719576
235,22.75708,53.1639
236,18.91158,49.83454
237,13.774204,54.709038
238,-61.493557,-3.9181933
239,15.330801,54.612892
240,-10.914817,52.427444
241,-18.312897,2.5918798
242,-23.830412,63.16635
243,-3.4965246,0.16678497
244,6.977046,-3.1775904
245,-8.762738,49.68321
246,6.8501854,-3.1449075
247,-10.72031,65.14155
248,-18.114552,4.4688582
249,-72.60856,0.8840843
250,-72.55728,0.8021924
251,-14.742826,56.46552
252,-18.029219,2.669376
253,-16.023285,12.541971
254,-12.383077,56.58929
255,-13.414274,13.204668
256,-68.45952,-1.4668461
