,0,1
0,-10.893087,-27.97997
1,11.038216,0.4174367
2,-60.97027,-41.98372
3,-65.96429,-31.767275
4,27.268547,52.388275
5,-16.00092,7.6778893
6,27.25142,52.431637
7,27.298758,50.457455
8,41.898933,26.581697
9,40.913338,28.154005
10,35.522858,-13.577038
11,-62.01027,-57.217865
12,-59.399403,-56.394894
13,-59.772785,-56.65482
14,-59.42606,-56.70628
15,-62.2053,-53.24534
16,-73.130905,16.50164
17,-86.95936,-3.2554977
18,-61.947636,-57.217873
19,-61.98322,-57.202583
20,-61.986923,-57.218678
21,-61.996906,-57.218414
22,-61.986923,-57.218678
23,-61.947636,-57.217873
24,-61.947636,-57.217873
25,-61.98322,-57.202583
26,-3.3966105,19.358059
27,-73.110435,16.527533
28,-73.17695,16.229906
29,-87.83477,-15.956304
30,-4.279452,15.593767
31,-56.062897,5.4620757
32,-62.727856,-53.740948
33,-86.36412,-2.819412
34,-86.376785,-2.8258812
35,-86.315025,-2.7505505
36,-68.22546,-29.887604
37,-86.41129,-2.8593798
38,-86.35408,-2.7958565
39,-59.772644,-56.398582
40,-62.246834,-54.122196
41,-62.23554,-54.143646
42,-62.22775,-54.145584
43,-60.10724,-57.043095
44,-62.399876,-53.76021
45,-32.983932,-36.12649
46,-7.759396,68.18937
47,63.47383,48.52519
48,64.47987,46.48131
49,27.440321,52.1489
50,64.39033,46.5684
51,64.58829,46.47741
52,64.501076,46.620632
53,64.501076,46.620632
54,64.84829,47.552357
55,64.572914,46.420204
56,64.572914,46.420204
57,-13.365958,53.173656
58,-37.631836,-39.690136
59,-37.631836,-39.690132
60,-36.823616,-37.208366
61,27.576117,-29.155838
62,6.2846556,-44.424072
63,62.298782,20.524563
64,-0.10823471,58.020985
65,-82.233,-18.02789
66,-81.925446,-17.919651
67,-82.233,-18.027893
68,-81.54892,-17.552143
69,-81.54892,-17.552143
70,-72.56362,12.144842
71,-72.56362,12.144843
72,57.586697,-52.02013
73,21.035145,7.359565
74,21.228266,7.7018137
75,14.066872,-14.468278
76,-2.591409,-1.7054707
77,31.41461,43.306988
78,22.357029,8.887678
79,12.126276,6.202467
80,29.77914,40.37828
81,-11.954791,10.900781
82,21.686077,22.196655
83,-79.24219,-4.3712516
84,-79.20709,-4.403426
85,-79.08695,-0.77265525
86,-59.187008,34.594566
87,-80.21543,-0.22608218
88,-82.069275,-8.147549
89,-67.04774,24.35849
90,-74.036606,-12.936061
91,-74.11112,-12.839185
92,-78.55027,-12.423288
93,-78.5585,-14.648217
94,-74.55005,-11.656062
95,-74.57379,-11.917265
96,-79.93197,-1.2043313
97,-80.21622,-2.7029161
98,-80.81489,-18.365187
99,-80.81491,-18.365145
100,-78.25654,-9.8064
101,-78.2565,-9.806464
102,-75.118454,4.768247
103,-71.88822,-16.780197
104,-61.037823,-36.712406
105,-59.292877,-42.822018
106,-75.99487,2.1524043
107,-76.111084,2.1585445
108,-75.19895,1.9677773
109,-71.44806,-17.150496
110,-76.95574,-7.584356
111,-61.73515,9.783215
112,-55.79563,39.455215
113,-69.4971,6.8171816
114,-68.98052,3.2001023
115,-56.443848,36.514404
116,-73.9105,4.8188014
117,-58.356857,-16.201168
118,7.715787,20.720383
119,13.305822,49.577812
120,23.484089,56.74502
121,12.2433815,48.223495
122,13.201582,50.35648
123,16.206923,58.565094
124,9.412332,79.13847
125,7.8351946,47.04707
126,10.483861,48.049984
127,7.867424,53.298794
128,9.183477,54.444458
129,7.7877088,47.031666
130,9.455084,47.91698
131,7.9009438,47.102703
132,7.6819487,46.997883
133,11.384005,49.83537
134,5.974005,48.25112
135,12.2433815,48.223495
136,-68.92355,27.058853
137,-43.52336,-1.8236789
138,-43.4219,-17.08271
139,-43.50586,-16.880611
140,-41.731575,-18.18793
141,-41.73155,-18.187944
142,-43.967396,-24.134716
143,-44.118477,-18.570606
144,4.9175286,48.242393
145,-36.820488,-34.648064
146,-43.944843,-59.171104
147,-37.02462,-38.982143
148,-37.024628,-38.98215
149,-33.666,-38.483788
150,-45.623363,-54.627304
151,-45.62256,-54.624207
152,-33.05041,-37.263283
153,-33.05041,-37.263283
154,-35.410236,-35.104404
155,-37.266056,-40.042377
156,37.219704,55.618717
157,4.184828,64.81512
158,36.562122,55.3943
159,36.977535,55.738403
160,35.33813,52.614494
161,36.62629,55.550697
162,35.458195,52.85946
163,40.43604,53.995808
164,6.1118436,59.79235
165,41.294144,53.575607
166,6.119548,59.799007
167,-2.017098,2.4041367
168,-1.9987487,2.4066055
169,-2.8565338,2.3875353
170,-72.52576,5.3784637
171,35.759285,35.517677
172,-69.1286,1.8921636
173,-18.09532,-5.976427
174,-56.3879,5.015965
175,-80.079216,-15.237657
176,-86.54543,-16.425455
177,-31.332142,-12.801687
178,-80.092,-15.425097
179,-55.938824,49.580982
180,-79.20569,-6.016307
181,-50.882175,-4.028469
182,-69.63794,2.6000385
183,0.43808606,52.010944
184,-18.727783,-8.837047
185,-60.29364,-41.08838
186,-78.82436,-0.60490733
187,6.750327,56.895763
188,2.1356616,56.731995
189,5.3846445,45.7156
190,-61.280243,-7.5301924
191,10.632581,52.376465
192,-14.622665,51.819874
193,-17.707438,1.3685795
194,-30.161892,56.3263
195,-8.668487,-1.529981
196,-12.423209,49.54573
197,-18.457918,64.98457
198,-18.08502,2.5067766
199,-70.46255,-3.024182
200,-70.404564,-3.1287177
201,-19.55603,54.069824
202,-17.569933,1.6461364
203,-17.400772,55.19153
204,-67.776054,-5.1037703
205,-67.75364,-5.1283484
206,-17.325033,64.89222
207,-17.564354,1.6471761
208,-52.954018,42.81197
209,-43.40399,47.048656
210,-17.778019,1.3973402
211,-62.93833,-6.1647835
212,-25.445076,57.301224
213,-17.890985,1.4533656
214,-24.27067,-9.7038355
215,-24.233633,-9.715572
